통계청행정동코드,행자부행정동코드,시군구명,행정동명,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,2021혼인,어린이보호구역현황,2021_한부모_가구수,2021_저소득_가구수,2021_예산현액,2021_세입,2021_세출,총_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,어린이집_수,2020GDP1인당,공동육아나눔터유무
1103051,11170510,용산구,후암동,13731.86958,450.9191772,249.2106022,570.0230694,670.7510572,594.0760126,571.6191672,334.3149622,176.6842981,581.8161308,613.130386,731.3108785,577.2457344,71,3,85,472,682054,716138,589624,192.5053763,34.40860215,43.89247312,50.90322581,8,57688,0
1103052,11170520,용산구,용산2가동,12505.04863,272.6509259,146.5967603,649.9384123,739.149992,564.2255953,494.7936523,268.9298982,152.0039235,667.4926315,677.8906605,658.4347196,533.7068221,60,1,85,472,682054,716138,589624,1628.108108,287.2162162,513.9864865,468.4594595,2,57688,0
1103053,11170530,용산구,남영동,15788.3362,218.1676382,105.2698924,831.0120686,905.5638436,801.8032231,925.5847642,170.5614,77.65391959,906.1173822,786.9748689,680.0246562,546.3704414,26,0,85,472,682054,716138,589624,5804.247619,2188.133333,1544.857143,1108.209524,4,57688,0
1103057,11170570,용산구,원효로2동,15122.98702,602.0601552,269.2059046,545.2966705,728.2732915,676.9381666,690.4488784,358.9695221,287.2974252,570.5107994,594.6657694,713.1167885,530.156443,65,0,85,472,682054,716138,589624,1511.021505,201.2258065,500.8709677,402.4623656,9,57688,0
1103058,11170580,용산구,효창동,10054.39456,286.632965,169.2577739,389.3309553,424.724148,390.9946551,384.821983,391.2562843,184.5983893,446.0805425,477.7434414,507.4390492,375.3903518,50,1,85,472,682054,716138,589624,918.483871,109.3548387,256.0967742,231.9354839,10,57688,0
1103059,11170590,용산구,용문동,8543.585441,293.8274264,132.7325694,306.5894168,394.2868133,332.8890164,339.7891751,263.3523773,116.0260191,341.2827673,393.8798722,466.7138882,293.9144224,50,1,85,472,682054,716138,589624,247.0860215,26.96774194,63.96774194,68.33333333,8,57688,0
1103063,11170630,용산구,이촌1동,26795.44785,1250.031905,671.3743518,600.1561007,994.8510434,1152.475828,1257.680518,1093.155023,564.6607695,716.4058792,803.0336963,1390.969019,1315.984413,79,0,85,472,682054,716138,589624,111.9166667,13.25,20.25,25.58333333,9,57688,0
1103064,11170640,용산구,이촌2동,7049.33235,331.9042215,116.0755867,253.2248092,368.5824184,317.6233769,322.9075988,172.4925298,78.40569586,198.7095141,270.7974868,359.4019319,248.8474867,35,0,85,472,682054,716138,589624,279.1935484,32.41935484,53.06451613,78.06451613,6,57688,0
1103065,11170650,용산구,이태원1동,12482.91093,136.0121739,72.8323233,776.5120856,760.9241774,586.6545897,516.3730916,187.5612127,83.36053986,905.1387611,641.1504616,618.4124582,475.3678976,33,0,85,472,682054,716138,589624,1478.843434,328.6515152,441.3787879,317.1464646,5,57688,0
1103066,11170660,용산구,이태원2동,11124.19446,195.1954208,88.51878284,531.0705518,804.1254875,597.2461426,533.5838523,203.9915864,100.4958932,643.2049715,663.6994975,745.5810898,560.2872565,35,0,85,472,682054,716138,589624,88.31428571,20.86666667,30.59047619,19.28571429,4,57688,0
1103069,11170690,용산구,서빙고동,15595.76308,399.1367032,287.8237494,502.0395982,660.905196,645.2364179,795.3074086,518.8488861,331.4862392,493.9004113,548.6865224,734.7833652,713.0509398,31,3,85,472,682054,716138,589624,338.0967742,36.91935484,93.83870968,96.85483871,5,57688,0
1103070,11170700,용산구,보광동,11012.67171,253.5392431,172.2015579,509.0482029,602.4001095,518.8933231,563.1669702,140.6815022,89.77702669,470.1768516,500.3643128,527.2183267,484.2327884,54,2,85,472,682054,716138,589624,176,22.5047619,40.13333333,42.02857143,5,57688,0
1103071,11170555,용산구,청파동,22620.42524,431.7700942,310.874221,1018.10212,964.397107,805.2469594,860.9238073,484.2512076,262.4810095,1437.843183,1093.879684,995.6612944,768.0365816,79,3,85,472,682054,716138,589624,534.8823529,72.25735294,142.2132353,139.2426471,9,57688,0
1103072,11170560,용산구,원효로1동,21388.95498,696.1037941,222.4236722,1109.584283,1371.343045,1050.046485,1048.37849,767.0741352,227.1493122,1114.642912,1305.560125,1338.470623,920.9660862,98,0,85,472,682054,716138,589624,1156.666667,191.9238095,420.8095238,311.6095238,7,57688,0
1103073,11170625,용산구,한강로동,47020.34914,1046.959273,441.7549691,2628.136303,3239.765805,2581.313856,2618.038675,925.7267533,344.5526241,2803.767598,2763.002188,2755.146154,1813.201382,126,2,85,472,682054,716138,589624,2574.927419,614.9798387,810.6370968,628.9556452,8,57688,0
1103074,11170685,용산구,한남동,32010.63288,720.3908579,309.2297292,1594.089381,2089.654232,1664.381585,1624.5706,721.9012861,322.9232071,1820.873767,1953.216069,2223.898982,1476.186995,103,4,85,472,682054,716138,589624,1023.374194,225.4451613,378.8774194,238.3935484,8,57688,0
1104052,11200520,성동구,왕십리2동,14939.8793,468.5482602,228.127242,532.0426972,708.4100047,530.9196942,557.8697463,463.5415175,227.6916649,682.3975924,685.8759628,833.7400078,624.4174999,73,0,100,540,877761,890178,756014,110.1075269,13.75268817,27.68817204,28.82795699,6,38886,0
1104054,11200540,성동구,마장동,21875.95187,654.8550485,356.4302553,830.1491735,896.8180381,849.1795532,967.0908435,537.559839,298.8884442,871.7568071,862.8988923,876.4548599,667.9527585,96,6,100,540,877761,890178,756014,980.3677419,100.3354839,221.5096774,242.3032258,12,38886,0
1104055,11200550,성동구,사근동,24187.05896,341.0399178,155.47397,915.5264443,763.0894683,611.6195761,689.722711,512.0192814,244.8786831,1593.331621,785.0536898,739.0862826,551.4790326,43,3,100,540,877761,890178,756014,124.5591398,19.52688172,29.72043011,35.13978495,4,38886,0
1104056,11200560,성동구,행당1동,18647.45087,477.9946672,274.7348415,710.8686462,872.0988467,741.1793996,725.6927978,517.9153349,297.861339,891.9410473,786.6970963,894.7776818,746.2337487,51,0,100,540,877761,890178,756014,2834.095238,373.9047619,736.5904762,892.9333333,8,38886,0
1104057,11200570,성동구,행당2동,20785.82424,896.9151045,453.6220412,568.269356,927.6787164,836.954395,883.0543388,876.8616414,488.1188848,589.6147503,771.9546933,1139.914632,968.9323087,123,0,100,540,877761,890178,756014,965.4840349,153.0185531,267.9993268,247.7180509,15,38886,0
1104058,11200580,성동구,응봉동,10794.04022,517.4919681,317.4135214,281.3712795,472.2711956,436.1864244,461.92121,472.3465356,292.5543374,254.1352229,408.6226782,564.3118286,496.5407638,44,3,100,540,877761,890178,756014,548.537174,76.8549625,157.6874642,146.4563211,6,38886,0
1104059,11200590,성동구,금호1가동,15508.3549,583.9721347,322.3142208,388.7874251,791.0984342,684.4422242,651.6971431,698.9094376,320.2745092,425.5351606,629.12549,1007.262692,826.9068382,64,0,100,540,877761,890178,756014,741.477483,133.0144371,179.3403143,177.7909515,10,38886,1
1104062,11200620,성동구,금호4가동,12901.09834,603.8317289,197.6781835,420.6244964,678.8618012,585.4573725,565.3221009,572.141797,186.6560308,354.7687244,564.2523885,782.1934576,588.1123479,58,4,100,540,877761,890178,756014,741.477483,133.0144371,179.3403143,177.7909515,4,38886,0
1104065,11200650,성동구,성수1가1동,19578.1331,532.5749595,256.3327887,951.9203653,1044.844278,974.4716771,867.8763612,459.87431,235.9769811,1058.201343,1040.246073,1069.447944,719.3262921,83,0,100,540,877761,890178,756014,478.4677419,58.69354839,106.4677419,134.8064516,4,38886,0
1104066,11200660,성동구,성수1가2동,20576.75244,531.5890261,239.7731329,1112.600022,1188.779505,1040.346312,982.5150533,559.1853375,251.7367425,1335.866286,1187.801988,1028.41369,799.606204,46,0,100,540,877761,890178,756014,1258.877419,173.2580645,304.5290323,308.2580645,10,38886,0
1104067,11200670,성동구,성수2가1동,20026.64339,553.338628,246.812416,1041.835731,1086.586019,907.1463202,988.1415103,484.0272034,249.035151,917.5660638,870.7663612,926.0493949,670.7499975,78,0,100,540,877761,890178,756014,507.7432432,94.18918919,152.6216216,121.4864865,7,38886,0
1104068,11200690,성동구,성수2가3동,33249.39324,632.7788107,210.3513131,2083.573755,2160.571996,1783.230587,1817.263548,544.4796735,192.926024,2376.902295,1844.80631,1674.104439,1225.892306,48,0,100,540,877761,890178,756014,2577.397849,392.4086022,676.2473118,690.7150538,6,38886,0
1104069,11200720,성동구,송정동,10869.06105,182.7063493,92.39119104,526.9641008,591.1301633,500.5849041,549.1398959,219.6299524,90.83838196,629.9113366,449.5177936,505.4613026,375.7598631,48,1,100,540,877761,890178,756014,489.0806452,68.12903226,146.8064516,133.2096774,6,38886,0
1104070,11200790,성동구,용답동,20081.8429,382.3406003,236.8387249,826.0648726,883.0522663,836.5284835,969.2119931,307.2361292,202.624932,995.3836045,830.9101589,887.0042532,673.4808205,48,3,100,540,877761,890178,756014,1136.927419,183.7258065,264.6451613,293.5564516,7,38886,0
1104071,11200535,성동구,왕십리도선동,30351.03127,1429.097075,413.5980507,1123.425024,1366.44084,1240.028074,1183.438275,1264.140837,366.7759059,1532.533343,1430.169961,1657.926126,1348.193851,110,0,100,540,877761,890178,756014,1544.397849,278.5268817,329.8494624,383.1827957,18,38886,0
1104072,11200615,성동구,금호2.3가동,20307.14621,1077.853361,349.0661205,561.1935473,954.7959714,819.5649204,825.059797,909.5634121,346.3697136,570.8599917,780.611438,1108.837462,896.8498286,121,0,100,540,877761,890178,756014,116.7870968,15.99354839,26.12903226,27.81935484,10,38886,0
1104073,11200645,성동구,옥수동,27689.23762,1712.180823,474.5157123,888.6350382,1364.804877,1269.609482,1177.844715,1368.904769,435.122719,835.4469927,1207.737904,1691.600835,1418.73192,138,5,100,540,877761,890178,756014,582.972973,155.3108108,177.5810811,133.2432432,11,38886,0
1105053,11215710,광진구,화양동,39596.67728,524.3971287,242.02907,1917.95199,1483.449117,1071.59508,1144.095996,447.2758646,207.7135705,3709.496109,1909.414624,1370.40735,938.7642771,94,3,170,941,873075,886951,731866,448.720524,112.8078603,140.3100437,88.77292576,5,18062,0
1105054,11215730,광진구,군자동,19346.61211,395.1221881,165.3708346,1019.039109,956.0562719,686.4970345,670.674345,309.5228533,151.6495745,1344.436122,948.0069987,868.9107513,624.6666535,93,7,170,941,873075,886951,731866,242.9677419,36.41935484,63.77419355,70.16129032,9,18062,0
1105055,11215740,광진구,중곡1동,15240.13065,528.5062391,185.9169893,728.4987875,734.7033292,651.9299496,599.9436372,397.3006816,156.403431,851.6417323,799.1422815,731.0950323,530.9682741,102,0,170,941,873075,886951,731866,376.4946237,38.55913978,79.88172043,90.41935484,3,18062,0
1105056,11215750,광진구,중곡2동,19094.29053,650.2416428,303.2263581,808.725356,864.0489449,702.0509484,747.0620685,607.6177834,300.3949052,1015.690483,913.6711124,968.6028216,725.7780357,95,3,170,941,873075,886951,731866,593.9032258,81.88387097,133.8,156.0967742,13,18062,0
1105057,11215760,광진구,중곡3동,15389.53368,509.0470709,251.7168935,611.7631304,678.2123954,586.6710518,582.2523241,463.1239257,224.7378013,570.6455231,711.1764838,620.6719302,522.9660103,74,11,170,941,873075,886951,731866,149.6486486,22.06756757,31.37837838,41.74324324,8,18062,0
1105058,11215770,광진구,중곡4동,25520.63382,821.2775161,400.9987516,847.3531041,965.8014941,784.7995425,868.9663042,906.2194777,420.2347763,931.2333838,964.2210017,1037.622187,893.8327637,105,2,170,941,873075,886951,731866,295.5322581,47.69354839,66.85483871,89.66129032,10,18062,0
1105059,11215780,광진구,능동,16068.89559,524.3656359,174.7885436,773.9375309,744.05475,608.7641581,618.0291417,686.1222477,245.3170155,975.7038925,864.2679593,845.6082448,605.8981845,66,1,170,941,873075,886951,731866,931.8709677,129.7096774,205.5483871,218.1935484,4,18062,0
1105060,11215850,광진구,구의1동,26495.10312,736.0749469,342.7973079,1252.44171,1166.549408,1081.271194,1069.770481,785.7300303,418.5024788,1523.701978,1291.317243,1260.672378,1071.014912,125,3,170,941,873075,886951,731866,373.1827957,48.34408602,86.06451613,101.9301075,9,18062,0
1105061,11215860,광진구,구의2동,21363.24577,676.897933,374.2021024,708.5256063,764.8545196,806.7287419,837.5060226,890.0844976,516.7279098,804.9317007,754.850022,861.0232657,943.2760136,94,8,170,941,873075,886951,731866,173.2608696,24.85217391,36.7826087,48.34782609,15,18062,0
1105062,11215870,광진구,구의3동,30089.40728,1033.632854,562.184736,1011.153758,1241.680534,1172.015618,1300.20556,1365.653936,713.8098883,1174.576142,1136.142188,1236.298124,1227.544039,117,6,170,941,873075,886951,731866,1253.989247,142.2473118,260.1935484,306.3978495,15,18062,0
1105063,11215810,광진구,광장동,36409.92519,1699.293528,1436.536618,775.3817541,1053.818469,1411.095271,1679.64699,1920.744175,1608.919489,961.7891844,888.2406793,1485.935057,1857.868181,78,9,170,941,873075,886951,731866,1628.612903,255.0322581,477.2258065,398.8709677,16,18062,0
1105064,11215820,광진구,자양1동,25167.68703,563.7939521,343.8375967,1139.367374,1091.126741,932.1535906,1030.162204,500.8073543,289.6832754,1498.607557,1152.463099,1090.707314,977.3830926,102,6,170,941,873075,886951,731866,469.0725806,87.81451613,99.95967742,111.7096774,11,18062,0
1105065,11215830,광진구,자양2동,21241.57759,880.6958789,412.0021907,852.3886451,938.8018919,835.9200256,891.6431846,797.6133976,346.461554,867.7275962,883.6462121,1040.953772,860.6768286,89,8,170,941,873075,886951,731866,363.1176471,63.13235294,79.63970588,94.67647059,12,18062,0
1105066,11215840,광진구,자양3동,23622.10126,987.5748089,509.7844443,750.3360036,1053.17655,874.9008567,903.026052,942.2339006,500.8339373,947.203145,925.1677663,1074.550397,971.5334946,99,7,170,941,873075,886951,731866,312.9612903,43.63225806,68.74193548,72.73548387,13,18062,0
1105067,11215847,광진구,자양4동,25370.67808,537.9136768,225.7125729,964.3403828,1105.495005,969.9021958,1021.387436,558.6443334,273.1890717,1382.802537,1084.957741,1083.392432,906.1500384,66,4,170,941,873075,886951,731866,180.0757576,32.53535354,38.15151515,44.77777778,9,18062,0
1106071,11230710,동대문구,회기동,19780.88174,464.6671171,227.1377778,680.3051648,553.4194887,477.8317664,525.336302,458.2786174,210.3575374,1352.903135,610.9791062,603.3880978,522.46118,34,3,169,898,1019079,1058286,856057,162.1238095,30.32380952,48.46666667,38.77142857,4,20791,0
1106072,11230720,동대문구,휘경1동,16738.16602,272.9758832,151.4572204,562.4888836,593.5623456,449.1097945,563.8938125,342.3488083,177.2019277,1036.47468,593.2054004,553.0021853,460.4189787,46,0,169,898,1019079,1058286,856057,117.1081081,12.25675676,16.51351351,22.31081081,8,20791,0
1106073,11230730,동대문구,휘경2동,20784.67507,594.370454,326.7333558,677.2462422,690.5438446,593.5315109,711.0727684,636.7434783,387.2805691,908.5329048,630.7045027,651.8813914,623.7441597,59,0,169,898,1019079,1058286,856057,209.016129,44.5483871,57.9516129,58,10,20791,0
1106080,11230705,동대문구,청량리동,18903.12192,459.3790383,258.7496997,577.3148573,669.3785769,629.6758428,682.178895,321.0707223,166.4605334,643.6261936,527.1131202,635.3797393,577.9103599,49,1,169,898,1019079,1058286,856057,494.5806452,85.46774194,127.7419355,131.5967742,10,20791,0
1106081,11230536,동대문구,용신동,41036.38694,744.1992092,341.305326,1672.616372,1838.882745,1563.169556,1815.572676,756.003439,324.001944,1988.757565,1708.628049,1752.406844,1387.332843,172,1,169,898,1019079,1058286,856057,1112.701863,127.2763975,233.6397516,267.673913,11,20791,1
1106082,11230545,동대문구,제기동,32908.71766,808.688141,386.4236724,963.8731819,1120.585749,974.4130043,1252.101105,630.5422106,335.1612498,1318.544178,876.8057637,921.2133463,863.1450821,79,7,169,898,1019079,1058286,856057,260.6355556,22.96888889,47.97333333,67.32,11,20791,1
1106083,11230560,동대문구,전농1동,32017.89118,1024.136815,501.6614405,1034.183327,1238.601077,1215.344471,1276.204849,959.1750296,474.0060958,1316.765888,1057.307899,1291.338669,1091.859212,139,0,169,898,1019079,1058286,856057,578.5505051,90.91919192,127.6565657,144.0858586,13,20791,0
1106084,11230570,동대문구,전농2동,16885.811,792.0843293,457.0490715,439.4576411,551.3846248,618.0736924,673.5383991,728.7960023,398.7045315,463.2685241,501.3937707,623.1332056,620.199206,41,0,169,898,1019079,1058286,856057,191.3709677,22.12903226,45.16129032,50.20967742,14,20791,0
1106086,11230610,동대문구,답십리2동,22066.69836,703.4476917,354.0927293,759.3630531,1016.325271,896.8777787,972.759965,613.4461219,332.0591767,665.7953136,832.0320598,1038.688412,883.1665798,113,0,169,898,1019079,1058286,856057,170.8258065,18.70322581,37,46.75483871,15,20791,0
1106087,11230650,동대문구,장안1동,34624.2375,1062.621811,459.107129,1352.123046,2033.32194,1636.943675,1674.46381,972.130462,450.6968078,1488.020603,1480.589351,1806.727473,1457.143576,163,0,169,898,1019079,1058286,856057,1295.431762,162.0496278,273.5955335,386.101737,25,20791,0
1106088,11230660,동대문구,장안2동,27746.55273,1338.658352,631.1806143,817.0686456,1219.711797,1269.235538,1215.572244,1288.673505,573.1539003,839.7529088,977.4184381,1395.660318,1158.868555,100,0,169,898,1019079,1058286,856057,405.257732,99.05498282,83.84879725,89.83505155,15,20791,0
1106089,11230740,동대문구,이문1동,24315.81353,449.2342547,286.6239185,807.3581112,708.837646,597.6644016,736.2523232,430.5515689,247.5842982,1490.067772,659.2888988,562.3197979,566.0561431,44,0,169,898,1019079,1058286,856057,297.7096774,32.07258065,74.32258065,89.43548387,10,20791,0
1106090,11230750,동대문구,이문2동,15323.89417,567.0008397,342.5055661,363.4740906,596.4628303,589.2417515,676.7923271,592.6987214,361.0274227,449.7697439,446.2969273,633.1866335,601.7237882,51,0,169,898,1019079,1058286,856057,154.8235294,20.55882353,33.20588235,42.35294118,15,20791,0
1106091,11230600,동대문구,답십리1동,23604.00274,1111.7142,453.5295029,734.0690837,1096.788443,1024.945976,976.8080468,1111.028528,428.1766642,820.7257301,913.48485,1267.636853,1055.290354,138,0,169,898,1019079,1058286,856057,121.9594595,13.67567568,20.37837838,27.37837838,15,20791,0
1107052,11260520,중랑구,면목2동,20166.88192,733.0879206,364.9364201,662.4548705,771.1543566,752.3957171,889.076632,710.0888723,390.2594985,679.7004142,650.7434717,760.3444099,686.7528467,159,0,311,1776,1124221,1131325,982443,319.5053763,52.86021505,61.52688172,82.51612903,11,12340,0
1107054,11260540,중랑구,면목4동,17924.95186,709.682816,359.2348475,627.915957,754.9054021,707.3713902,724.5945903,660.1067983,310.1582993,549.8907765,579.018261,755.441549,720.9326967,70,0,311,1776,1124221,1131325,982443,133.6666667,15.62365591,27.90322581,40.05376344,9,12340,0
1107055,11260550,중랑구,면목5동,12312.16501,351.437215,195.4872565,411.3441536,517.0886699,556.0261763,482.684681,479.1126851,209.267942,388.311827,430.1920708,622.6625012,472.6914656,58,0,311,1776,1124221,1131325,982443,741.477483,133.0144371,179.3403143,177.7909515,6,12340,0
1107057,11260570,중랑구,면목7동,19405.3639,598.9775797,273.3534603,643.7129631,822.1749935,720.0532504,748.4748687,597.8843539,267.8597325,659.30123,631.8122204,817.234413,686.602765,86,0,311,1776,1124221,1131325,982443,107.2567568,14.37837838,22.2027027,28.89189189,9,12340,0
1107059,11260580,중랑구,상봉1동,17961.61248,806.9836576,414.7843327,563.5724159,726.5942346,651.2507244,595.7751103,673.5187203,355.1152656,711.9597074,689.3583186,824.2856915,650.2185726,122,0,311,1776,1124221,1131325,982443,276.5483871,38.77419355,60.09677419,83.90322581,11,12340,0
1107060,11260590,중랑구,상봉2동,26489.82471,512.4941116,216.8240981,1235.25778,1242.82846,959.5463102,1033.501484,514.8580097,206.8624999,1617.161314,1397.090402,1326.686743,930.7217143,160,0,311,1776,1124221,1131325,982443,147.3010753,22.02150538,27.09677419,36.17204301,6,12340,0
1107061,11260600,중랑구,중화1동,17145.98454,871.6650881,346.3909392,544.5825598,713.4694149,574.9582764,537.9231183,707.4207072,303.8226695,602.7769261,609.8801798,678.3301329,529.8101205,98,0,311,1776,1124221,1131325,982443,228.4731183,19.66666667,40.04301075,64.6344086,11,12340,0
1107062,11260610,중랑구,중화2동,24937.55227,685.9351208,308.7655928,872.3707537,1021.748428,836.7679633,912.9011933,682.9731481,278.9603916,908.7790592,819.4927214,969.8561687,847.1773257,95,0,311,1776,1124221,1131325,982443,263.3870968,25.45806452,47.59354839,63.63870968,6,12340,0
1107064,11260620,중랑구,묵1동,26371.76185,1162.107678,622.9537093,807.5430989,1015.580797,963.8072856,1048.727483,900.9776666,474.4609751,997.2928715,903.3894083,1074.499864,999.5994874,122,0,311,1776,1124221,1131325,982443,233.9354839,29.84946237,51.92473118,62.5483871,20,12340,0
1107065,11260630,중랑구,묵2동,18820.30018,701.6379406,333.3260182,616.1314385,758.2109707,725.9940756,735.5869477,525.0047097,250.0403403,719.3849343,735.1275714,820.7762099,669.5910416,76,0,311,1776,1124221,1131325,982443,363.6290323,52,96.36290323,94.46774194,13,12340,0
1107068,11260660,중랑구,망우3동,12375.34033,372.3546599,190.8483398,351.3643194,401.5043277,439.7916994,421.967773,362.7714835,243.0287846,414.4284802,327.8782106,452.9604577,356.8409067,60,0,311,1776,1124221,1131325,982443,244.9069767,27.55813953,28.53488372,44.93023256,7,12340,0
1107069,11260680,중랑구,신내1동,35126.24615,1954.128361,803.7777432,950.2535162,1265.933506,1351.820614,1386.313059,1794.252355,731.4790807,1056.150714,1169.128015,1423.020349,1360.922672,95,0,311,1776,1124221,1131325,982443,619.4516129,72.19354839,95.83870968,133.8709677,33,12340,0
1107070,11260690,중랑구,신내2동,17805.33959,662.0543754,385.661996,517.6384377,694.2034188,574.9237802,622.9565782,629.6303866,355.4482638,553.6078525,576.1914787,736.5757872,643.5840352,74,0,311,1776,1124221,1131325,982443,923.3047257,148.8800555,234.7965631,230.3192484,16,12340,0
1107071,11260565,중랑구,면목본동,27303.70383,760.9253316,385.3937803,1024.350304,1161.54218,981.4729552,1028.002831,699.358758,345.9414803,1188.948641,1090.191679,1119.634664,880.0427887,140,0,311,1776,1124221,1131325,982443,229.8202765,21.62211982,42.64976959,62.77419355,10,12340,0
1107072,11260575,중랑구,면목3.8동,19523.22442,481.8338656,268.117448,697.2341327,757.8529944,741.8302906,767.4713672,557.5927391,287.3389501,731.7713157,668.1640782,775.1140852,687.5152863,80,0,311,1776,1124221,1131325,982443,306.6967742,52.66451613,60.62580645,73.1483871,12,12340,1
1107073,11260655,중랑구,망우본동,38840.38163,1313.272569,667.8596633,1264.676214,1601.094943,1473.902533,1500.988348,1400.520744,706.2066321,1391.864177,1416.317944,1831.648157,1491.462622,123,0,311,1776,1124221,1131325,982443,207.0064516,28.68387097,40.59354839,52.37419355,16,12340,0
1108058,11290580,성북구,돈암1동,12903.10858,455.2826097,313.3763846,354.6319168,407.1371688,403.1273762,489.54298,461.7545964,317.7655132,352.8419795,364.031422,491.5842135,412.4262381,52,0,193,1120,1157857,1236717,1001832,741.477483,133.0144371,179.3403143,177.7909515,7,14158,0
1108059,11290590,성북구,돈암2동,14435.1329,807.1682894,457.8717003,345.1654513,468.6660352,488.0545329,599.5024062,747.2388366,465.502665,361.5936726,432.7316403,655.965016,610.1340451,68,0,193,1120,1157857,1236717,1001832,741.477483,133.0144371,179.3403143,177.7909515,13,14158,0
1108060,11290600,성북구,안암동,25951.94125,332.1722247,247.9915046,952.5039921,758.5473411,654.1754463,691.2398253,329.0702945,182.6869184,1549.951277,864.5408515,704.4948778,561.2533149,48,3,193,1120,1157857,1236717,1001832,871.4292929,149.7979798,261.7424242,231.7020202,4,14158,0
1108061,11290610,성북구,보문동,15821.23329,575.2322089,218.0884249,547.6125555,599.21125,518.5051555,579.1964258,433.4226091,192.2068554,753.0261742,665.0507117,654.270711,537.567796,60,5,193,1120,1157857,1236717,1001832,1024.379032,90.31451613,226.1129032,193.8548387,7,14158,0
1108062,11290620,성북구,정릉1동,14182.00529,699.5892346,382.960952,351.4489536,459.0253119,504.0870225,632.0695066,650.0289616,370.9639282,372.6680461,438.0056191,639.0199126,598.2955056,65,0,193,1120,1157857,1236717,1001832,741.477483,133.0144371,179.3403143,177.7909515,12,14158,0
1108063,11290630,성북구,정릉2동,19697.31242,693.6270619,363.4638092,546.033851,736.3776707,655.3219641,773.9932193,946.0019456,411.6577901,645.3681,638.5446534,857.6944859,753.458074,78,0,193,1120,1157857,1236717,1001832,109.3108108,16.48648649,25.02702703,30.71621622,12,14158,1
1108064,11290640,성북구,정릉3동,15795.34638,478.2200472,246.7570234,480.5446026,472.2567808,406.3582293,509.5366062,377.0212677,192.5788626,623.0438743,437.1010485,377.8080091,391.1955503,69,0,193,1120,1157857,1236717,1001832,274.2580645,42.11827957,74.41935484,69.44086022,5,14158,0
1108065,11290650,성북구,정릉4동,18550.64868,782.3048508,410.3571429,457.9143086,604.487933,629.4433308,756.2632288,581.2766069,310.1233608,510.671814,579.3704971,737.9208046,702.4837914,72,0,193,1120,1157857,1236717,1001832,268.1290323,17.38709677,35.41935484,59.90322581,14,14158,0
1108066,11290660,성북구,길음1동,35179.23869,2549.345442,1292.594544,617.0345916,1054.361232,1295.290407,1600.256498,2419.506838,1299.098948,700.9845332,805.79287,1522.185859,1874.941293,85,0,193,1120,1157857,1236717,1001832,33.37209302,9.604651163,8.186046512,6.558139535,37,14158,0
1108068,11290685,성북구,길음2동,18234.02505,732.1560394,413.8883305,441.0968216,715.0298878,689.6084556,762.6896352,727.3356814,403.6896298,534.8814796,569.8564874,868.0098207,813.6142277,61,0,193,1120,1157857,1236717,1001832,225.0752688,42.33333333,55.59139785,60.33333333,10,14158,0
1108071,11290715,성북구,월곡1동,24770.85497,1333.036291,700.760826,628.0658664,914.8926672,868.0240452,1012.552302,1104.42304,601.278885,726.2402162,782.8639156,1088.109073,1037.838373,74,0,193,1120,1157857,1236717,1001832,430.875,61.39705882,84.36764706,101.5808824,16,14158,0
1108072,11290725,성북구,월곡2동,22847.5172,890.4942799,433.1197901,788.3619129,846.9451903,764.8971283,849.9757883,677.3252583,352.8342216,972.2925853,770.7721715,942.9928713,727.2496369,72,0,193,1120,1157857,1236717,1001832,289.3629032,40.62903226,57.50806452,70.25,13,14158,0
1108076,11290760,성북구,장위1동,21485.69549,823.9096816,558.2233059,636.1433937,785.1985899,767.672352,787.6033436,751.1225676,455.9497877,675.8099538,689.2356763,951.2580485,824.7845346,83,0,193,1120,1157857,1236717,1001832,41.33870968,3.258064516,8.096774194,11.4516129,8,14158,0
1108077,11290770,성북구,장위2동,11975.46573,366.4155927,255.4967692,420.2178608,380.2161736,417.1873433,426.1432613,270.5477688,177.4560819,435.278,393.9457409,431.8044181,371.7915066,65,0,193,1120,1157857,1236717,1001832,183.6854839,21.59677419,43.31451613,55.52419355,8,14158,0
1108078,11290780,성북구,장위3동,6725.653429,252.0005141,157.6648849,213.7491404,260.2314573,272.9253157,268.5666161,206.1756512,126.657522,229.8173683,230.2733292,302.8517234,257.899006,55,0,193,1120,1157857,1236717,1001832,626.0588235,79.02941176,97.5,140.7352941,10,14158,0
1108081,11290525,성북구,성북동,21613.75189,819.1935484,518.9301765,711.0895641,787.4312536,747.6388197,779.1699457,604.0698149,368.1601531,817.8147313,789.9384992,937.4546765,812.9536906,71,7,193,1120,1157857,1236717,1001832,219.1129032,46,63.87096774,61.66129032,3,14158,0
1108082,11290555,성북구,삼선동,26068.4284,696.3677614,451.565219,937.6874942,953.2831053,866.7955075,1018.268656,715.3558767,445.6768347,1253.401954,1006.012429,1149.590027,904.1982873,78,4,193,1120,1157857,1236717,1001832,259.3854749,48.25698324,50.55865922,64.59217877,8,14158,0
